,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Title-Tokens,Author-Tokens,Publisher-Tokens
16649,0812500105,"The Blind Geometer/the New Atlantis (Tor Double Novel, No 13)",kim stanley robinson,1989,Tor Books,"['blind', 'geometerthe', 'new', 'atlantis', 'tor', 'double', 'novel', '13']","['kim', 'stanley', 'robinson']",['tor']
16650,0440205204,A Vision of Light,judith merkle riley,1990,Dell Publishing Company,"['vision', 'light']","['judith', 'merkle', 'riley']","['dell', 'company']"
16651,1567313051,Why You Say It,webb garrison,1999,MJF Books,['say'],"['webb', 'garrison']",['mjf']
16652,2290071331,Les Hommes Viennent De Mars Les Femmes,john gray,1995,Jai Lu French,"['le', 'hommes', 'viennent', 'de', 'mar', 'le', 'femmes']","['john', 'gray']","['jai', 'lu', 'french']"
16653,2253154202,Tout le monde fait l'amour,pascale clark,2003,Le Livre De Poche,"['tout', 'le', 'monde', 'fait', 'lamour']","['pascale', 'clark']","['le', 'livre', 'de', 'poche']"
16654,0425090825,Callahans Secret,spider robinson,1986,Penguin Putnam~mass,"['callahans', 'secret']","['spider', 'robinson']","['penguin', 'putnammass']"
16655,0671876422,Oath of Swords,david weber,1995,Baen,"['oath', 'sword']","['david', 'weber']",['baen']
16656,0874065038,Black Beauty,anna sewell,1990,Pages Publishing Group,"['black', 'beauty']","['anna', 'sewell']","['page', 'group']"
16657,1551669250,West Of Bliss,suzann ledbetter,2002,Mira,"['west', 'bliss']","['suzann', 'ledbetter']",['mira']
16658,0373227094,"Defending The Heiress  (Heros,Inc.)",susan kearney,2003,Harlequin,"['defending', 'heiress', 'herosinc']","['susan', 'kearney']",['harlequin']
16659,0373226578,"Red Thunder Reckoning (Flesh and Blood) (Harlequin Intrigue Series, No. 657)",sylvie kurtz,2002,Harlequin,"['red', 'thunder', 'reckoning', 'flesh', 'blood', 'harlequin', 'intrigue', 'series', '657']","['sylvie', 'kurtz']",['harlequin']
16660,0765344572,Souls in the Great Machine,sean mcmullen,2002,Tor Books,"['soul', 'great', 'machine']","['sean', 'mcmullen']",['tor']
16661,3462023845,"Zieh dich aus, du alte Hippe.",helge schneider,1994,Kiepenheuer & Witsch,"['zieh', 'dich', 'au', 'du', 'alte', 'hippe']","['helge', 'schneider']","['kiepenheuer', 'witsch']"
16662,3492107001,Die Entdeckung Der Langsamkeit,sten nadolny,1987,Serie Piper,"['die', 'entdeckung', 'der', 'langsamkeit']","['sten', 'nadolny']","['serie', 'piper']"
16663,0140443223,The Mabinogion (Penguin Classics),jeffrey gantz,1976,Penguin Books,"['mabinogion', 'penguin', 'classic']","['jeffrey', 'gantz']",['penguin']
16664,0061067199,"Secret Circle Vol III: The Power (The Secret Circle, Vol. 3)",lj smith,1992,Eos,"['secret', 'circle', 'vol', 'iii', 'power', 'secret', 'circle', 'vol', '3']","['lj', 'smith']",['eos']
16665,3453861434,Nichts als die Wahrheit.,dieter bohlen,2002,Heyne,"['nichts', 'al', 'die', 'wahrheit']","['dieter', 'bohlen']",['heyne']
16666,038071339X,The Monkey Wrench Gang,edward abbey,1992,Quill,"['monkey', 'wrench', 'gang']","['edward', 'abbey']",['quill']
16667,0688160042,Dark Lord of Derkholm,diana wynne jones,1998,Greenwillow,"['dark', 'lord', 'derkholm']","['diana', 'wynne', 'jones']",['greenwillow']
16668,0006176909,House of Cards,michael dobbs,1990,Fontana/Collins,"['house', 'card']","['michael', 'dobbs']",['fontanacollins']
16669,0671010204,The Ramses 1: The Son of the Light (Ramses),jacq christian,1998,Simon & Schuster (Trade Division),"['ramses', '1', 'son', 'light', 'ramses']","['jacq', 'christian']","['simon', 'schuster', 'trade', 'division']"
16670,0451199588,Murder Can Spoil Your Appetite: A Desiree Shapiro Mystery (Desiree Shapiro Mysteries),selma eichler,2000,New American Library,"['murder', 'spoil', 'appetite', 'desiree', 'shapiro', 'mystery', 'desiree', 'shapiro', 'mystery']","['selma', 'eichler']","['new', 'american', 'library']"
16671,0893759961,Silas Marner (Watermill Classics),george eliot,1987,Dutton Books,"['silas', 'marner', 'watermill', 'classic']","['george', 'eliot']",['dutton']
16672,0373225342,"Midnight Caller (Harlequin Intrigue, No. 534)",rebecca york,1999,Harlequin,"['midnight', 'caller', 'harlequin', 'intrigue', '534']","['rebecca', 'york']",['harlequin']
16673,0345345940,It Will Never Happen to Me,claudia black,1991,Ballantine Books,"['never', 'happen']","['claudia', 'black']",['ballantine']
16674,0345260406,Lauren Bacall By Myself,lauren bacall,1979,Ballantine Books,"['lauren', 'bacall']","['lauren', 'bacall']",['ballantine']
16675,0373790996,"Hot Zone: Chicago Heat (Harlequin Blaze, 95)",patricia rosemoor,2003,Harlequin,"['hot', 'zone', 'chicago', 'heat', 'harlequin', 'blaze', '95']","['patricia', 'rosemoor']",['harlequin']
16676,0553286749,A Better Way to Live,og mandino,1991,Bantam Books,"['better', 'way', 'live']","['og', 'mandino']",['bantam']
16677,0449214923,Think and Grow Rich,napoleon hill,1990,Ballantine Books,"['think', 'grow', 'rich']","['napoleon', 'hill']",['ballantine']
16678,0385468865,Obasan,joy kogawa,1994,Anchor,['obasan'],"['joy', 'kogawa']",['anchor']
16679,0553245767,The Choice,og mandino,1986,Bantam Books,['choice'],"['og', 'mandino']",['bantam']
16680,0373292252,"A Rogue's Heart (Harlequin Historical, No. 625)",debra lee brown,2002,Harlequin,"['rogue', 'heart', 'harlequin', 'historical', '625']","['debra', 'lee', 'brown']",['harlequin']
16681,067100669X,Tears of Rage,john walsh,1998,Pocket,"['tear', 'rage']","['john', 'walsh']",['pocket']
16682,0446359904,A Gentle Giving,dorothy garlock,1993,Warner Books,"['gentle', 'giving']","['dorothy', 'garlock']",['warner']
16683,0451175433,The Hand That Rocks the Cradle,robert tine,1992,New Amer Library (Mm),"['hand', 'rock', 'cradle']","['robert', 'tine']","['new', 'amer', 'library', 'mm']"
16684,0967378508,Growing Up Brady : I Was a Teenage Greg,barry williams,2000,Good Guy Entertainment,"['growing', 'brady', 'teenage', 'greg']","['barry', 'williams']","['good', 'guy', 'entertainment']"
16685,0740738402,Tomorrow : Adventures in an Uncertain World,bradley trevor greive,2003,Andrews McMeel Publishing,"['tomorrow', 'adventure', 'uncertain', 'world']","['bradley', 'trevor', 'greive']","['andrew', 'mcmeel']"
16686,0345440390,Summer Moon,jill marie landis,2001,Ballantine Books,"['summer', 'moon']","['jill', 'marie', 'landis']",['ballantine']
16687,0373259883,"A Shameless Seduction  (Heat) (Harlequin Temptation, No. 888)",janelle denison,2002,Harlequin,"['shameless', 'seduction', 'heat', 'harlequin', 'temptation', '888']","['janelle', 'denison']",['harlequin']
16688,0671799355,DREAM MAN : DREAM MAN,linda howard,1995,Pocket,"['dream', 'man', 'dream', 'man']","['linda', 'howard']",['pocket']
16689,0373791151,"Yours To Seduce : Women Who Dare (Harlequin Blaze, 111)",karen anders,2003,Harlequin,"['seduce', 'woman', 'dare', 'harlequin', 'blaze', '111']","['karen', 'anders']",['harlequin']
16690,0373836015,Fallen Angels (Harlequin Single Title),lori foster,2004,Harlequin,"['fallen', 'angel', 'harlequin', 'single', 'title']","['lori', 'foster']",['harlequin']
16691,0373790449,"Bound To Happen (WWW.Girl-Gear) (Blaze, 40)",alison kent,2002,Harlequin,"['bound', 'happen', 'www', 'girlgear', 'blaze', '40']","['alison', 'kent']",['harlequin']
16692,0373790988,"Slippery When Wet: Under the Covers (Harlequin Blaze, 94)",kristin hardy,2003,Harlequin,"['slippery', 'wet', 'cover', 'harlequin', 'blaze', '94']","['kristin', 'hardy']",['harlequin']
16693,0373790902,"As Bad as Can Be: Under the Covers (Harlequin Blaze, No 86)",kristin hardy,2003,Harlequin,"['bad', 'cover', 'harlequin', 'blaze', '86']","['kristin', 'hardy']",['harlequin']
16694,0373790457,"Seduced By The Enemy (Blaze, 41)",jamie denton,2002,Harlequin,"['seduced', 'enemy', 'blaze', '41']","['jamie', 'denton']",['harlequin']
16695,0373691475,"Pure Indulgence   Heat (Harlequin Temptation, 947)",janelle denison,2003,Harlequin,"['pure', 'indulgence', 'heat', 'harlequin', 'temptation', '947']","['janelle', 'denison']",['harlequin']
16696,0373289936,"His Secret Duchess (Harlequin Historical Romances, No 393)",jim wilson,1997,Harlequin,"['secret', 'duchess', 'harlequin', 'historical', 'romance', '393']","['jim', 'wilson']",['harlequin']
16697,0373790058,"Notorious (Blaze, 1)",vicki thompson,2001,Harlequin,"['notorious', 'blaze', '1']","['vicki', 'thompson']",['harlequin']
16698,0373765592,"Remembering One Wild Night (Silhouette Desire, 1559)",kathie denosky,2004,Silhouette,"['remembering', 'one', 'wild', 'night', 'silhouette', 'desire', '1559']","['kathie', 'denosky']",['silhouette']
16699,0373691327,Engaging Alex  (Single in the City),kristin gabriel,2003,Harlequin,"['engaging', 'alex', 'single', 'city']","['kristin', 'gabriel']",['harlequin']
16700,037379066X,"Naturally Naughty: Bare Essentials (Harlequin Blaze, No 62)",leslie kelly,2002,Harlequin,"['naturally', 'naughty', 'bare', 'essential', 'harlequin', 'blaze', '62']","['leslie', 'kelly']",['harlequin']
16701,0312205481,A Fine and Bitter Snow : A Kate Shugak Novel (Kate Shugak Mysteries (Hardcover)),dana stabenow,2002,St. Martin's Minotaur,"['fine', 'bitter', 'snow', 'kate', 'shugak', 'novel', 'kate', 'shugak', 'mystery', 'hardcover']","['dana', 'stabenow']","['st', 'martin', 'minotaur']"
16702,9681500954,Lobo estepario,hermann hesse,1998,"Editorial Diana, S.A.","['lobo', 'estepario']","['hermann', 'hesse']","['editorial', 'diana', 'sa']"
16703,0590324217,One Hundred One Fast Funny Food Jokes,phil hirsch,1984,Scholastic Paperbacks (Mm),"['one', 'hundred', 'one', 'fast', 'funny', 'food', 'joke']","['phil', 'hirsch']","['scholastic', 'mm']"
16704,8817106119,Castelli Di Rabbia,alessandro baricco,2003,Distribooks Int'l+inc,"['castelli', 'di', 'rabbia']","['alessandro', 'baricco']","['distribooks', 'intlinc']"
16705,0375501916,Faith of My Fathers,john mccain,1999,Random House,"['faith', 'father']","['john', 'mccain']","['random', 'house']"
16706,0440227720,What Janie Found,caroline b cooney,2002,Laurel-Leaf Books,"['janie', 'found']","['caroline', 'b', 'cooney']",['laurelleaf']
16707,1887178740,Afterwards,gina berriault,1998,Counterpoint Press,['afterwards'],"['gina', 'berriault']",['counterpoint']
16708,068812156X,A Father's Story,lionel dahmer,1994,Harpercollins,"['father', 'story']","['lionel', 'dahmer']",['harpercollins']
16709,0394856392,The Berenstain Bears and the Messy Room (A First Time Book),stan berenstain,1983,Random House Children's Books,"['berenstain', 'bear', 'messy', 'room', 'first', 'time', 'book']","['stan', 'berenstain']","['random', 'house', 'childrens']"
16710,0671697862,"Divided Allegiance (The Deed of Paksenarrion, Book 2)",elizabeth moon,1988,Baen,"['divided', 'allegiance', 'deed', 'paksenarrion', 'book', '2']","['elizabeth', 'moon']",['baen']
16711,0688142877,Say You Love Me,johanna lindsey,1996,Harpercollins,"['say', 'love']","['johanna', 'lindsey']",['harpercollins']
16712,0312961235,Wild Mountain Thyme,rosamunde pilcher,1996,St. Martin's Press,"['wild', 'mountain', 'thyme']","['rosamunde', 'pilcher']","['st', 'martin']"
16713,0553801163,Sacred Sins,nora roberts,2000,Bantam Dell Pub Group,"['sacred', 'sin']","['nora', 'roberts']","['bantam', 'dell', 'pub', 'group']"
16714,0451207386,Brainwaves,leonard goldberg,2002,Signet Book,['brainwave'],"['leonard', 'goldberg']","['signet', 'book']"
16715,0671617044,BURGLAR IN CLOSET,lawrence block,1986,Pocket,"['burglar', 'closet']","['lawrence', 'block']",['pocket']
16716,0871564300,Material World: A Global Family Portrait,peter menzel,1995,Sierra Club Books,"['material', 'world', 'global', 'family', 'portrait']","['peter', 'menzel']","['sierra', 'club']"
16717,0679735798,Sexual Personae: Art and Decadence from Nefertiti to Emily Dickinson,camille paglia,1991,Vintage Books USA,"['sexual', 'persona', 'art', 'decadence', 'nefertiti', 'emily', 'dickinson']","['camille', 'paglia']","['vintage', 'usa']"
16718,084870701X,Christmas Cookies,katherine m eakin,1986,Little Brown & Co,"['christmas', 'cooky']","['katherine', 'm', 'eakin']","['little', 'brown', 'co']"
16719,0449147606,Mrs. Pollifax and the Whirling Dervish,dorothy gilman,1991,Fawcett Books,"['mr', 'pollifax', 'whirling', 'dervish']","['dorothy', 'gilman']",['fawcett']
16720,0836213076,Its Obvious You Wont Survive By Your Wit,scott adams,1995,Andrews Mcmeel,"['obvious', 'wont', 'survive', 'wit']","['scott', 'adams']","['andrew', 'mcmeel']"
16721,0375503803,Sailing Alone Around the Room: New and Selected Poems,billy collins,2001,Random House,"['sailing', 'alone', 'around', 'room', 'new', 'selected', 'poem']","['billy', 'collins']","['random', 'house']"
16722,0060931388,First They Killed My Father : A Daughter of Cambodia Remembers,loung ung,2001,Perennial,"['first', 'killed', 'father', 'daughter', 'cambodia', 'remembers']","['loung', 'ung']",['perennial']
16723,0486287440,Tales of Terror and Detection (Dover Thrift Editions),edgar allan poe,1995,Dover Publications,"['tale', 'terror', 'detection', 'dover', 'thrift', 'edition']","['edgar', 'allan', 'poe']","['dover', 'publication']"
16724,1571458506,Uncle John's Bathroom Reader Plunges into the Universe (Bathroom Reader Series),bathroom readers hysterical society,2002,Portable Publishing,"['uncle', 'john', 'bathroom', 'reader', 'plunge', 'universe', 'bathroom', 'reader', 'series']","['bathroom', 'readers', 'hysterical', 'society']",['portable']
16725,0440043182,Illusions: The adventures of a reluctant Messiah,richard bach,1977,Delacorte Press,"['illusion', 'adventure', 'reluctant', 'messiah']","['richard', 'bach']",['delacorte']
16726,0843944579,Love Me Tender,sandra hill,1998,Leisure Books,"['love', 'tender']","['sandra', 'hill']",['leisure']
16727,0446531391,The Breathtaker (Today Show Book Club #19),alice blanchard,2003,Warner Books,"['breathtaker', 'today', 'show', 'book', 'club', '19']","['alice', 'blanchard']",['warner']
16728,1887368256,Are You Loathsome Tonight?: A Collection of Short Stories,poppy z brite,2000,Gauntlet Press,"['loathsome', 'tonight', 'collection', 'short', 'story']","['poppy', 'z', 'brite']",['gauntlet']
16729,0440228441,I Know What You Did Last Summer,lois duncan,1999,Laurel-Leaf Books,"['know', 'last', 'summer']","['lois', 'duncan']",['laurelleaf']
16730,0843942819,Savage Tears (Savage),cassie edwards,1997,Leisure Books,"['savage', 'tear', 'savage']","['cassie', 'edwards']",['leisure']
16731,0894800825,Dancing Cats and Neglected Murderesses,edward st john gorey,1980,Workman Pub Co,"['dancing', 'cat', 'neglected', 'murderess']","['edward', 'st', 'john', 'gorey']","['workman', 'pub', 'co']"
16732,0843947357,Savage Devotion (Savage),cassie edwards,2000,Leisure Books,"['savage', 'devotion', 'savage']","['cassie', 'edwards']",['leisure']
16733,0804118914,Monstrum,donald james,1999,Ivy Books,['monstrum'],"['donald', 'james']",['ivy']
16734,0886775515,His Conquering Sword (His Conquering Sword),kate elliott,1994,Daw Books,"['conquering', 'sword', 'conquering', 'sword']","['kate', 'elliott']",['daw']
16735,1560768401,"Night of the Eye (Dragonlance Defenders of Magic, Vol. 1)",mary kirchoff,1994,Wizards of the Coast,"['night', 'eye', 'dragonlance', 'defender', 'magic', 'vol', '1']","['mary', 'kirchoff']","['wizard', 'coast']"
16736,1565048024,Clan Novel: Tzimisce,eric griffin,1999,White Wolf Games Studio,"['clan', 'novel', 'tzimisce']","['eric', 'griffin']","['white', 'wolf', 'game', 'studio']"
16737,1565048199,Clan Novel: Malkavian,stewart wieck,2000,White Wolf Games Studio,"['clan', 'novel', 'malkavian']","['stewart', 'wieck']","['white', 'wolf', 'game', 'studio']"
16738,051754489X,The Valley of Horses (Earth's Children),jean m auel,1982,Crown Publishers,"['valley', 'horse', 'earth', 'child']","['jean', 'm', 'auel']","['crown', 'publisher']"
16739,0380732831,Fallout,james huston,2002,Avon,['fallout'],"['james', 'huston']",['avon']
16740,0771099916,Barometer Rising (New Canadian Library),hugh maclennan,1989,New Canadian Library,"['barometer', 'rising', 'new', 'canadian', 'library']","['hugh', 'maclennan']","['new', 'canadian', 'library']"
16741,0380798913,Deadfall: : An Alaska Mystery (Alaska Mysteries (Paperback)),sue henry,1999,Avon,"['deadfall', 'alaska', 'mystery', 'alaska', 'mystery']","['sue', 'henry']",['avon']
16742,0440218772,Fifty Years of American Poetry: Anniversary Volume for the Academy of American Poets,academy of american poets,1995,Laurel,"['fifty', 'year', 'american', 'poetry', 'anniversary', 'volume', 'academy', 'american', 'poet']","['academy', 'of', 'american', 'poets']",['laurel']
16743,0440204232,American Short Story Masterpieces,raymond carver,1989,Laurel,"['american', 'short', 'story', 'masterpiece']","['raymond', 'carver']",['laurel']
16744,0142003069,Quietus: A Novel,vivian schilling,2003,Penguin Books,"['quietus', 'novel']","['vivian', 'schilling']",['penguin']
16745,0689846673,Dovey Coe (Aladdin Fiction),frances oroark dowell,2001,Aladdin,"['dovey', 'coe', 'aladdin', 'fiction']","['frances', 'oroark', 'dowell']",['aladdin']
16746,1551665352,Remember Me,sharon sala,1999,Mira,['remember'],"['sharon', 'sala']",['mira']
16747,0671606867,MY SWEET AUDRINA,vc andrews,1985,Pocket,"['sweet', 'audrina']","['vc', 'andrews']",['pocket']
16748,0380805596,Where River Turns to Sky,gregg kleiner,1999,Perennial,"['river', 'turn', 'sky']","['gregg', 'kleiner']",['perennial']
16749,0765340771,The Butlerian Jihad (Dune Series),brian herbert,2003,Tor Books,"['butlerian', 'jihad', 'dune', 'series']","['brian', 'herbert']",['tor']
16750,0812550234,Primary Inversion (The Saga of the Skolian Empire),catherine asaro,1996,Tor Books,"['primary', 'inversion', 'saga', 'skolian', 'empire']","['catherine', 'asaro']",['tor']
16751,0385512147,Bringing Elizabeth Home : A Journey of Faith and Hope,ed smart,2003,Doubleday,"['bringing', 'elizabeth', 'home', 'journey', 'faith', 'hope']","['ed', 'smart']",['doubleday']
16752,0452284554,Riding the Bus With My Sister: A True Life Journey,rachel simon,2003,Plume Books,"['riding', 'bus', 'sister', 'true', 'life', 'journey']","['rachel', 'simon']",['plume']
