ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0451407830,the burglar in the library a bernie rhodenbarr mystery bernie rhodenbarr mysteries ,lawrence block,1998,Signet Book
0345415094,the love song of j edgar hoover kinky friedman novels ,kinky friedman,1997,Ballantine Books
0345416325,roadkill kinky friedman novels ,kinky friedman,1998,Ballantine Books
0451180747,the burglar in the closet bernie rhodenbarr mysteries ,lawrence block,1997,Signet Book
0451194888,the burglar who studied spinoza a bernie rhodenbarr mystery burglar series,lawrence block,1998,Signet Book
0399147144,warrior class,dale brown,2001,G. P. Putnam's Sons
0880016884,hideous kinky a novel,esther freud,1999,W.W. Norton & Company
3423013907,das versprechen requiem auf den kriminalroman,,2001,Dtv
3257218699,tod im herbst,nabb,0,Diogenes Verlag AG
3442446791,aller guten dinge sind vier,janet evanovich,2000,Goldmann
3453216253,das fest,john grisham,2003,Distribooks Inc
3442722802,die frau mit dem muttermal,hakan nesser,1998,btb
3596157684,die falle,robert gernhardt,2003,"Fischer (Tb.), Frankfurt"
3426616904,about a boy,nick hornby,2002,Distribooks
3257215436,selbs justiz roman,bernhard schlink,2000,Diogenes Verlag
8433966456,leviatan,paul auster,2003,Anagrama
006100037X,the snow leopard of shanghai,erin pizzey,1990,Harpercollins
0553213741,sister carrie,theodore dreiser,1993,Bantam Books
3499228750,studio 6,liza marklund,2002,Rowohlt Tb.
1573226491,the man in the box,thomas moran,1998,Riverhead Books
0060580275,riding lessons,sara gruen,2004,HarperTorch
0373790317,good time girl blaze 27,candace schuler,2002,Harlequin
0373691017,next to nothing  ,barbara dunlop,2002,Harlequin
0373790945,between the sheets harlequin blaze 90,jeanie london,2003,Harlequin
0434009210,long dark teatime of the soul,douglas adams,1988,William Heinemann
0671728555,perfect partners,jayne ann krentz,1992,Pocket
1551669587,uneasy alliance,jayne ann krentz,2002,Mira
0312186681,stately pursuits,katie fforde,1998,St Martins Pr
0590511599,color me dark the diary of nellie lee lovethe great migration north chicago illinois 1919 dear america,pat mckissack,2000,Scholastic
0439319471,into the blue dolphin diaries 1,ben m baglio,2002,Scholastic
0590254766,the lion the witch and the wardrobe,cs lewis,1994,Scholastic Inc.
0590029738,dreams in the golden country the diary of zipporah feldman a jewish immigrant girl new york city 1903 dear america,kathryn lasky,1998,Scholastic
0060264454,little house on the prairie little house,laura ingalls wilder,1953,HarperCollins
0590553232,escape from the carnival of horrors give yourself goosebumps no 1,rl stine,1995,Scholastic
0060953691,la cucina a novel of rapture,lily prior,2001,Ecco
0553275569,the right stuff,tom wolfe,1983,Bantam
0060195703,long time no see,susan isaacs,2001,HarperCollins Publishers
0553289586,face onmilk carton,caroline b cooney,1991,Starfire
0743457870,hidden leaves debeers,vc andrews,2003,Pocket Star
0684850303,dangerous kiss  a novel lucky santangelo novels hardcover,jackie collins,1999,Simon & Schuster
0684809001,the first time,cher,1998,Simon & Schuster
0875962955,lowfat living turn off the fatmakers turn on the fatburners for longevity energy weight loss freedom from disease,robert k cooper,1996,Rodale Press
0451135318,the silver crown guardians of the flame 3,joel rosenberg,1985,Roc
0380400634,the enchanted land,jude deveraux,1978,Avon
0446328103,queenie,michael korda,1987,Warner Books
0886775299,rediscovery,marion zimmer bradley,1994,Daw Books
0345282132,split infinity,piers anthony,1980,Ballantine Books
0345424646,a knight of the word the word and the void trilogy book 2,terry brooks,1999,Del Rey Books
084394739X,the dawning,hugh b cave,2000,Leisure Books
0451193237,omega,patrick lynch,1998,Signet Book
1565049004,midnight blue the sonja blue collection,nancy a collins,1995,White Wolf Games Studio
0380017555,cluster,piers anthony,1977,Harper Mass Market Paperbacks (Mm)
0785271708,rebel with a cause,franklin graham,1997,Nelson Books
0886774942,leroni of darkover,marion zimmer bradley,1991,Daw Books
0345461967,xmen 2 a novelization,chris claremont,2003,Del Rey Books
0679403612,saint maybe,anne tyler,1991,Random House Inc
0505524090,dark challenge,christine feehan,2000,Love Spell
0505523892,dark magic,christine feehan,2000,Love Spell
0743471393,speaks the nightbird vol 2 evil unveiled,robert mccammon,2003,Pocket
1401301231,the journals of eleanor druse my investigation of the kingdom hospital incident,eleanor druse,2004,Hyperion
050552354X,dark desire paranormal romance,christine feehan,1999,Love Spell
0425190641,fire ice a novel from the numa files kurt austin adventures ,clive cussler,2003,Berkley Publishing Group
0505523752,dark gold,christine feehan,2000,Love Spell
0446611360,point deception,marcia muller,2002,Warner Books
2070360377,des souris et des hommes,john steinbeck,1972,Gallimard
8433912542,wiltspanish,tom sharpe,1985,Anagrama
0451524764,pygmalion and my fair lady,george bernard shaw,1994,Signet Classics
0553472348,the chamber,john grisham,1994,Random House Audio
0553379658,my ishmael,daniel quinn,1998,Bantam
1580050751,cunt a declaration of independence live girls series,inga muscio,2002,Seal Press (WA)
072253955X,the dalai lamas book of wisdom,dalai lama,2000,Thorsons Publishers
0465014909,the culture of fear why americans are afraid of the wrong things,barry glassner,2000,Basic Books
0684843269,for colored girls who have considered suicide when the rainbow is enuf,ntozake shange,1997,Scribner
1551667940,bone cold,erica spindler,2001,Mira
0670889210,dressing up for the carnival,carol shields,2000,Viking Books
0099760118,beloved,toni morrison,0,Vintage Books
0618009345,poems from the hobbit,jrr tolkien,1999,Houghton Mifflin
0140295569,high fidelity,nick hornby,2001,Penguin Books Ltd
0452278120,herotica 5 a new collection of womens erotic fiction,marcy sheiner,1998,Plume Books
0671875264,handling sin,michael malone,1993,Washington Square Press
0316107298,billy and the boingers bootleg bloom county book,berke breathed,1987,Little Brown & Co
0140287434,the haunting,shirley jackson,1999,Penguin Books
006091291X,goddesses in everywoman a new psychology of women,jean shinoda bolen,1985,Perennial
0517266555,just so stories,rudyard kipling,2003,Gramercy
0553801880,slightly shady,amanda quick,2001,Bantam Books
3442353947,wer will schon einen traummann,susan elizabeth phillips,2001,Goldmann
0399142185,executive orders,tom clancy,1996,Putnam Publishing Group
0425137562,silent prey,john sandford,2000,Berkley Publishing Group
0968067824,crazy for canada,noa schwartz,1997,Tumbleweed Press
1581346085,the passion of jesus christ fifty reasons why he came to die,john piper,2004,Crossway Books
0553575953,floaters,joseph wambaugh,1997,Bantam Books
0373225350,his only son the landry brothers harlequin intrigue no 535,kelsey roberts,1999,Harlequin
0399139818,the cat who blew the whistle cat who hardcover,lilian jackson braun,1995,Putnam Pub Group
1558747435,kiss of god  the wisdom of a silent child,marshall stewart ball,1999,Health Communications
0373709110,man like mac harlequin super romance,fay robinson,2000,Harlequin
0380815575,the viscount who loved me,julia quinn,2000,Avon
0517595338,203 ways to drive a man wild in bed,olivia st claire,1993,Harmony
1578561256,bad girls of the bible and what we can learn from them,liz curtis higgs,1999,Waterbrook Press
0671681567,inca gold,clive cussler,1994,Simon & Schuster
3596150981,schande,jm coetzee,2002,Distribooks
0812515595,people of the silence the first north americans series book 8,kathleen oneal gear,1997,Tor Books
1565122992,the hatbox baby,carrie brown,2000,Algonquin Books
0874778875,the wonder of boys what parents mentors and educators can do to shape boys into exceptional men,michael gurian,1997,Putnam Publishing Group
0515135739,eleventh hour an fbi thriller fbi thriller jove ,catherine coulter,2004,Jove Books
1559120177,down in the garden,anne geddes,1996,Cedco Pub
0307020673,my first counting book,lilian moore,2001,Golden Books
0307987655,eeyore youre the best disneys pooh,ann braybrooks,1996,Random House Childrens Books
0590484125,the magic school bus in the haunted museum a book about sound magic school bus ,joanna cole,1995,Scholastic
0307987981,pooh and the dragon little golden book,ann braybrooks,1997,Golden Books Publishing Company
0743202694,money money money  a novel of the 87th precinct,ed mcbain,2001,Simon & Schuster
0380732661,the ritual bath peter decker  rina lazarus novels ,faye kellerman,1999,Avon
0060007575,in sunlight in a beautiful garden  a novel,kathleen cambor,2002,Perennial
0345434498,hostage,robert crais,2002,Fawcett Books
0373218540,dangerous,nora roberts,2002,Silhouette
0743457781,late bloomer michaels fern,fern michaels,2003,Atria Books
0373825048,tyler 4 monkey wrench tyler no 4,nancy martin,1992,Harlequin
0345408918,for love of the game,michael shaara,1999,Ballantine Books
037322592X,alias mommy secret identity intrigue 592,linda o johnston,2000,Harlequin
0307126900,oh bother someones messy a golden looklook book,betty birney,1992,Golden Books
0590014013,by the shores of silver lake,laura wilder,0,Scholastic Inc
0380789892,midnight in ruby bayou,elizabeth lowell,2001,Avon
0553584375,no one to trust,iris johansen,2003,Bantam
0373484933,a game of chance,linda howard,2002,Silhouette
0425177017,the crossword murder,nero blanc,2000,Berkley Publishing Group
1551662736,rising tides,emilie richards,1997,Mira
0671776800,paradise,judith mcnaught,1992,Pocket
0671039873,falling stars andrews v c shooting stars,vc andrews,2001,Pocket
0451198387,suspicion of betrayal,barbara parker,2000,Signet Book
0451166884,the wantad killer,ann rule,1995,Signet Book
0515118559,true betrayals,nora roberts,1996,Jove Books
1400033349,the solace of leaving early,haven kimmel,2003,Anchor Books/Doubleday
0684852713,dead reckoning the new science of catching killers,michael baden,2002,Simon & Schuster
0688152449,midnight champagne a novel,a manette ansay,1999,William Morrow & Company
0061010650,foxs earth,anne rivers siddons,1996,HarperTorch
1551667363,the snow bride,debbie macomber,2003,Mira
342333052X,fermats letzter satz,simon singh,2000,Dtv
3492221521,,gaby hauptmann,1995,Piper
0316341029,a drinking life  a memoir,pete hamill,1995,Back Bay Books
0446691321,the great husband hunt,laurie graham,2003,Warner Books
0553212184,uncle toms cabin bantam classics,harriet beecher stowe,1983,Bantam
0393316009,ship fever,andrea barrett,1996,W. W. Norton & Company
0140184953,the end of the affair twentieth century classics,graham greene,1991,Penguin Books
0060924985,the infinite plan  a novel,isabel allende,1994,Perennial
1563055597,the college womans handbook educating ourselves educating ourselves,rachel dobkin,1995,Workman Publishing
0140185003,the quiet american penguin twentieth century classics,graham greene,1991,Penguin Books
067173914X,born on the fourth of july,ron kovic,1990,Pocket
0312195567,at home in the world,joyce maynard,1998,Picador
0413650103,adrian mole the wilderness years,sue townsend,1993,Methuen
0140094296,the songlines,bruce chatwin,1988,Penguin Books
031228327X,joe college  a novel,tom perrotta,2001,St. Martin's Griffin
1565120027,july 7th front porch s,jill mccorkle,1992,Algonquin Books of Chapel Hill
0452272564,the ditches of edison county,ronald richard roberts,1993,Plume Books
0684830493,old man and the sea scribner classics,ernest hemingway,1996,Scribner
0140298533,hiss and tell true stories from the files of a cat shrink,pam johnsonbennett,2001,Penguin Books
0440237165,the coalwood way,homer hickam,2001,Island
0373834691,caught in the act,lori foster,2001,Harlequin
1551666138,return to promise mira,debbie macomber,2000,Mira
0821763075,finders keepers zebra books,fern michaels,1999,Zebra Books
0373226608,silent surrender nighthawk island harlequin intrigue series no 660,rita herron,2002,Harlequin
0380008718,moonstruck madness moonstruck madness,laurie mcbain,1991,Harper Mass Market Paperbacks (Mm)
0553582224,by arrangement,madeline hunter,2000,Bantam
0505524473,dark fire,christine feehan,2001,Love Spell
0553582232,by design,madeline hunter,2001,Bantam
0553213466,anna karenina,leo tolstoy,1984,Bantam
0894801996,chocolate the consuming passion,sandra boynton,1982,Workman Publishing
0684859726,fatal voyage  a novel,kathy reichs,2001,Scribner
0380715732,eight million ways to die,lawrence block,1993,Avon
0385315023,windy city blues v i warshawski novels hardcover,sara paretsky,1995,Bantam Dell Pub Group
0688058914,lie down with lions,ken follett,1986,Smithmark Pub
0804108528,inadmissible evidence,philip friedman,1993,Ivy Books
0446611859,the proving ground,g bruce knecht,2002,Warner Books
0399151451,bad business,robert b parker,2004,Putnam Publishing Group
0380765489,shoot dont shoot a joanna brady mystery,ja jance,1996,Avon
0553582259,repair to her grave home repair is homicide,sarah graves,2001,Bantam Books
0385313667,total recall a v i warshawski novel,sara paretsky,2001,Delacorte Press
0425176312,in the hour before midnight,jack higgins,2000,Berkley Publishing Group
0688046126,sanctuary a peter deckerrina lazarus mystery peter decker  rina lazarus novels hardcover,faye kellerman,1994,Harpercollins
0440212200,snapshota carlotta carlyle novel,linda barnes,1994,Dell Publishing Company
0515126497,trouble in paradise jesse stone novels ,robert b parker,1999,Jove Books
0345450175,balance of power,richard north patterson,2003,Ballantine Books
1886411077,internet for cats,alan okamoto,1997,No Starch Press
0805210601,the sunflower on the possibilities and limits of forgiveness newly expanded edition,simon wiesenthal,1998,Schocken Books
0375758739,comfort me with apples more adventures at the table,ruth reichl,2002,Random House Trade
0380977761,abraham  a journey to the heart of three faiths,bruce feiler,2002,William Morrow
0684853949,the man who mistook his wife for a hat  and other clinical tales,oliver sacks,1998,Touchstone
0786864672,pure drivel,steve martin,1998,Hyperion
0786865644,parallel lies,ridley pearson,2001,Hyperion
